beta0,1.1689
PPFD_IN_1h,0.0023
TA,-0.0351
TS,0.1019
WD_1h30,-0.0009
CO2,-0.0046
FC_1h,-0.0332
LE_30m,0.0119
SH_3h,0.0166
ZL_3h,-0.0305
VPD,1.0677
