beta0,0.5000152
PPFD_IN_1h,0.0033572
TS,0.0455421
WD_2h,-0.0006398
CO2,-0.0036218
FC_1h,-0.0456083
H2O_3h,0.0257086
SB,-0.0199913
SH_3h,0.00894
SLE_3h,-0.0004025
ZL_3h,-0.01239
VPD,1.5134258
